Date,CPI - monthly data (annual rate of change),Federal Funds,Discount Window,Bank Prime Loan
2015-09-07,-0.036,0.14,0.75,3.25
2015-09-08,-0.036,0.14,0.75,3.25
2015-09-09,-0.036,0.14,0.75,3.25
2015-09-10,-0.036,0.14,0.75,3.25
2015-09-11,-0.036,0.14,0.75,3.25
2015-09-12,-0.036,0.14,0.75,3.25
2015-09-13,-0.036,0.14,0.75,3.25
2015-09-14,-0.036,0.14,0.75,3.25
2015-09-15,-0.036,0.14,0.75,3.25
2015-09-16,-0.036,0.14,0.75,3.25
2015-09-17,-0.036,0.14,0.75,3.25
2015-09-18,-0.036,0.14,0.75,3.25
2015-09-19,-0.036,0.14,0.75,3.25
2015-09-20,-0.036,0.14,0.75,3.25
2015-09-21,-0.036,0.14,0.75,3.25
2015-09-22,-0.036,0.14,0.75,3.25
2015-09-23,-0.036,0.14,0.75,3.25
2015-09-24,-0.036,0.14,0.75,3.25
2015-09-25,-0.036,0.13,0.75,3.25
2015-09-26,-0.036,0.13,0.75,3.25
2015-09-27,-0.036,0.13,0.75,3.25
2015-09-28,-0.036,0.13,0.75,3.25
2015-09-29,-0.036,0.13,0.75,3.25
2015-09-30,-0.036,0.07,0.75,3.25
2015-10-01,0.171,0.13,0.75,3.25
2015-10-02,0.171,0.13,0.75,3.25
2015-10-03,0.171,0.13,0.75,3.25
2015-10-04,0.171,0.13,0.75,3.25
2015-10-05,0.171,0.13,0.75,3.25
2015-10-06,0.171,0.13,0.75,3.25
2015-10-07,0.171,0.13,0.75,3.25
2015-10-08,0.171,0.13,0.75,3.25
2015-10-09,0.171,0.13,0.75,3.25
2015-10-10,0.171,0.13,0.75,3.25
2015-10-11,0.171,0.13,0.75,3.25
2015-10-12,0.171,0.13,0.75,3.25
2015-10-13,0.171,0.13,0.75,3.25
2015-10-14,0.171,0.13,0.75,3.25
2015-10-15,0.171,0.13,0.75,3.25
2015-10-16,0.171,0.13,0.75,3.25
2015-10-17,0.171,0.13,0.75,3.25
2015-10-18,0.171,0.13,0.75,3.25
2015-10-19,0.171,0.13,0.75,3.25
2015-10-20,0.171,0.13,0.75,3.25
2015-10-21,0.171,0.13,0.75,3.25
2015-10-22,0.171,0.12,0.75,3.25
2015-10-23,0.171,0.12,0.75,3.25
2015-10-24,0.171,0.12,0.75,3.25
2015-10-25,0.171,0.12,0.75,3.25
2015-10-26,0.171,0.12,0.75,3.25
2015-10-27,0.171,0.12,0.75,3.25
2015-10-28,0.171,0.12,0.75,3.25
2015-10-29,0.171,0.12,0.75,3.25
2015-10-30,0.171,0.07,0.75,3.25
2015-10-31,0.171,0.07,0.75,3.25
2015-11-01,0.502,0.07,0.75,3.25
2015-11-02,0.502,0.12,0.75,3.25
2015-11-03,0.502,0.12,0.75,3.25
2015-11-04,0.502,0.12,0.75,3.25
2015-11-05,0.502,0.12,0.75,3.25
2015-11-06,0.502,0.12,0.75,3.25
2015-11-07,0.502,0.12,0.75,3.25
2015-11-08,0.502,0.12,0.75,3.25
2015-11-09,0.502,0.12,0.75,3.25
2015-11-10,0.502,0.12,0.75,3.25
2015-11-11,0.502,0.12,0.75,3.25
2015-11-12,0.502,0.12,0.75,3.25
2015-11-13,0.502,0.12,0.75,3.25
2015-11-14,0.502,0.12,0.75,3.25
2015-11-15,0.502,0.12,0.75,3.25
2015-11-16,0.502,0.13,0.75,3.25
2015-11-17,0.502,0.13,0.75,3.25
2015-11-18,0.502,0.12,0.75,3.25
2015-11-19,0.502,0.12,0.75,3.25
2015-11-20,0.502,0.12,0.75,3.25
2015-11-21,0.502,0.12,0.75,3.25
2015-11-22,0.502,0.12,0.75,3.25
2015-11-23,0.502,0.12,0.75,3.25
2015-11-24,0.502,0.12,0.75,3.25
2015-11-25,0.502,0.12,0.75,3.25
2015-11-26,0.502,0.12,0.75,3.25
2015-11-27,0.502,0.12,0.75,3.25
2015-11-28,0.502,0.12,0.75,3.25
2015-11-29,0.502,0.12,0.75,3.25
2015-11-30,0.502,0.08,0.75,3.25
2015-12-01,0.73,0.13,0.75,3.25
2015-12-02,0.73,0.13,0.75,3.25
2015-12-03,0.73,0.13,0.75,3.25
2015-12-04,0.73,0.13,0.75,3.25
2015-12-05,0.73,0.13,0.75,3.25
2015-12-06,0.73,0.13,0.75,3.25
2015-12-07,0.73,0.13,0.75,3.25
2015-12-08,0.73,0.13,0.75,3.25
2015-12-09,0.73,0.14,0.75,3.25
2015-12-10,0.73,0.14,0.75,3.25
2015-12-11,0.73,0.14,0.75,3.25
2015-12-12,0.73,0.14,0.75,3.25
2015-12-13,0.73,0.14,0.75,3.25
2015-12-14,0.73,0.15,0.75,3.25
2015-12-15,0.73,0.15,0.75,3.25
2015-12-16,0.73,0.15,0.75,3.25
2015-12-17,0.73,0.37,1.0,3.5
2015-12-18,0.73,0.37,1.0,3.5
2015-12-19,0.73,0.37,1.0,3.5
2015-12-20,0.73,0.37,1.0,3.5
2015-12-21,0.73,0.36,1.0,3.5
2015-12-22,0.73,0.36,1.0,3.5
2015-12-23,0.73,0.36,1.0,3.5
2015-12-24,0.73,0.36,1.0,3.5
2015-12-25,0.73,0.36,1.0,3.5
2015-12-26,0.73,0.36,1.0,3.5
2015-12-27,0.73,0.36,1.0,3.5
2015-12-28,0.73,0.36,1.0,3.5
2015-12-29,0.73,0.36,1.0,3.5
2015-12-30,0.73,0.35,1.0,3.5
2015-12-31,0.73,0.2,1.0,3.5
2016-01-01,1.373,0.2,1.0,3.5
2016-01-02,1.373,0.2,1.0,3.5
2016-01-03,1.373,0.2,1.0,3.5
2016-01-04,1.373,0.36,1.0,3.5
2016-01-05,1.373,0.36,1.0,3.5
2016-01-06,1.373,0.36,1.0,3.5
2016-01-07,1.373,0.36,1.0,3.5
2016-01-08,1.373,0.36,1.0,3.5
2016-01-09,1.373,0.36,1.0,3.5
2016-01-10,1.373,0.36,1.0,3.5
2016-01-11,1.373,0.36,1.0,3.5
2016-01-12,1.373,0.36,1.0,3.5
2016-01-13,1.373,0.36,1.0,3.5
2016-01-14,1.373,0.36,1.0,3.5
2016-01-15,1.373,0.36,1.0,3.5
2016-01-16,1.373,0.36,1.0,3.5
2016-01-17,1.373,0.36,1.0,3.5
2016-01-18,1.373,0.36,1.0,3.5
2016-01-19,1.373,0.36,1.0,3.5
2016-01-20,1.373,0.37,1.0,3.5
2016-01-21,1.373,0.37,1.0,3.5
2016-01-22,1.373,0.38,1.0,3.5
2016-01-23,1.373,0.38,1.0,3.5
2016-01-24,1.373,0.38,1.0,3.5
2016-01-25,1.373,0.38,1.0,3.5
2016-01-26,1.373,0.38,1.0,3.5
2016-01-27,1.373,0.38,1.0,3.5
2016-01-28,1.373,0.38,1.0,3.5
2016-01-29,1.373,0.29,1.0,3.5
2016-01-30,1.373,0.29,1.0,3.5
2016-01-31,1.373,0.29,1.0,3.5
2016-02-01,1.018,0.38,1.0,3.5
2016-02-02,1.018,0.38,1.0,3.5
2016-02-03,1.018,0.38,1.0,3.5
2016-02-04,1.018,0.38,1.0,3.5
2016-02-05,1.018,0.38,1.0,3.5
2016-02-06,1.018,0.38,1.0,3.5
2016-02-07,1.018,0.38,1.0,3.5
2016-02-08,1.018,0.38,1.0,3.5
2016-02-09,1.018,0.38,1.0,3.5
2016-02-10,1.018,0.38,1.0,3.5
2016-02-11,1.018,0.38,1.0,3.5
2016-02-12,1.018,0.38,1.0,3.5
2016-02-13,1.018,0.38,1.0,3.5
2016-02-14,1.018,0.38,1.0,3.5
2016-02-15,1.018,0.38,1.0,3.5
2016-02-16,1.018,0.38,1.0,3.5
2016-02-17,1.018,0.37,1.0,3.5
2016-02-18,1.018,0.38,1.0,3.5
2016-02-19,1.018,0.38,1.0,3.5
2016-02-20,1.018,0.38,1.0,3.5
2016-02-21,1.018,0.38,1.0,3.5
2016-02-22,1.018,0.38,1.0,3.5
2016-02-23,1.018,0.38,1.0,3.5
2016-02-24,1.018,0.38,1.0,3.5
2016-02-25,1.018,0.37,1.0,3.5
2016-02-26,1.018,0.37,1.0,3.5
2016-02-27,1.018,0.37,1.0,3.5
2016-02-28,1.018,0.37,1.0,3.5
2016-02-29,1.018,0.29,1.0,3.5
2016-03-01,0.853,0.36,1.0,3.5
2016-03-02,0.853,0.37,1.0,3.5
2016-03-03,0.853,0.37,1.0,3.5
2016-03-04,0.853,0.36,1.0,3.5
2016-03-05,0.853,0.36,1.0,3.5
2016-03-06,0.853,0.36,1.0,3.5
2016-03-07,0.853,0.36,1.0,3.5
2016-03-08,0.853,0.36,1.0,3.5
2016-03-09,0.853,0.36,1.0,3.5
2016-03-10,0.853,0.36,1.0,3.5
2016-03-11,0.853,0.36,1.0,3.5
2016-03-12,0.853,0.36,1.0,3.5
2016-03-13,0.853,0.36,1.0,3.5
2016-03-14,0.853,0.36,1.0,3.5
2016-03-15,0.853,0.37,1.0,3.5
2016-03-16,0.853,0.37,1.0,3.5
2016-03-17,0.853,0.37,1.0,3.5
2016-03-18,0.853,0.37,1.0,3.5
2016-03-19,0.853,0.37,1.0,3.5
2016-03-20,0.853,0.37,1.0,3.5
2016-03-21,0.853,0.37,1.0,3.5
2016-03-22,0.853,0.37,1.0,3.5
2016-03-23,0.853,0.37,1.0,3.5
2016-03-24,0.853,0.37,1.0,3.5
2016-03-25,0.853,0.37,1.0,3.5
2016-03-26,0.853,0.37,1.0,3.5
2016-03-27,0.853,0.37,1.0,3.5
2016-03-28,0.853,0.37,1.0,3.5
2016-03-29,0.853,0.37,1.0,3.5
2016-03-30,0.853,0.37,1.0,3.5
2016-03-31,0.853,0.25,1.0,3.5
2016-04-01,1.125,0.37,1.0,3.5
2016-04-02,1.125,0.37,1.0,3.5
2016-04-03,1.125,0.37,1.0,3.5
2016-04-04,1.125,0.37,1.0,3.5
2016-04-05,1.125,0.37,1.0,3.5
2016-04-06,1.125,0.37,1.0,3.5
2016-04-07,1.125,0.37,1.0,3.5
2016-04-08,1.125,0.37,1.0,3.5
2016-04-09,1.125,0.37,1.0,3.5
2016-04-10,1.125,0.37,1.0,3.5
2016-04-11,1.125,0.37,1.0,3.5
2016-04-12,1.125,0.37,1.0,3.5
2016-04-13,1.125,0.37,1.0,3.5
2016-04-14,1.125,0.37,1.0,3.5
2016-04-15,1.125,0.37,1.0,3.5
2016-04-16,1.125,0.37,1.0,3.5
2016-04-17,1.125,0.37,1.0,3.5
2016-04-18,1.125,0.37,1.0,3.5
2016-04-19,1.125,0.37,1.0,3.5
2016-04-20,1.125,0.37,1.0,3.5
2016-04-21,1.125,0.37,1.0,3.5
2016-04-22,1.125,0.37,1.0,3.5
2016-04-23,1.125,0.37,1.0,3.5
2016-04-24,1.125,0.37,1.0,3.5
2016-04-25,1.125,0.37,1.0,3.5
2016-04-26,1.125,0.37,1.0,3.5
2016-04-27,1.125,0.37,1.0,3.5
2016-04-28,1.125,0.37,1.0,3.5
2016-04-29,1.125,0.3,1.0,3.5
2016-04-30,1.125,0.3,1.0,3.5
2016-05-01,1.019,0.3,1.0,3.5
2016-05-02,1.019,0.37,1.0,3.5
2016-05-03,1.019,0.37,1.0,3.5
2016-05-04,1.019,0.37,1.0,3.5
2016-05-05,1.019,0.37,1.0,3.5
2016-05-06,1.019,0.37,1.0,3.5
2016-05-07,1.019,0.37,1.0,3.5
2016-05-08,1.019,0.37,1.0,3.5
2016-05-09,1.019,0.37,1.0,3.5
2016-05-10,1.019,0.37,1.0,3.5
2016-05-11,1.019,0.37,1.0,3.5
2016-05-12,1.019,0.37,1.0,3.5
2016-05-13,1.019,0.37,1.0,3.5
2016-05-14,1.019,0.37,1.0,3.5
2016-05-15,1.019,0.37,1.0,3.5
2016-05-16,1.019,0.37,1.0,3.5
2016-05-17,1.019,0.37,1.0,3.5
2016-05-18,1.019,0.37,1.0,3.5
2016-05-19,1.019,0.37,1.0,3.5
2016-05-20,1.019,0.37,1.0,3.5
2016-05-21,1.019,0.37,1.0,3.5
2016-05-22,1.019,0.37,1.0,3.5
2016-05-23,1.019,0.37,1.0,3.5
2016-05-24,1.019,0.37,1.0,3.5
2016-05-25,1.019,0.37,1.0,3.5
2016-05-26,1.019,0.37,1.0,3.5
2016-05-27,1.019,0.37,1.0,3.5
2016-05-28,1.019,0.37,1.0,3.5
2016-05-29,1.019,0.37,1.0,3.5
2016-05-30,1.019,0.37,1.0,3.5
2016-05-31,1.019,0.29,1.0,3.5
2016-06-01,0.997,0.37,1.0,3.5
2016-06-02,0.997,0.37,1.0,3.5
2016-06-03,0.997,0.37,1.0,3.5
2016-06-04,0.997,0.37,1.0,3.5
2016-06-05,0.997,0.37,1.0,3.5
2016-06-06,0.997,0.37,1.0,3.5
2016-06-07,0.997,0.37,1.0,3.5
2016-06-08,0.997,0.37,1.0,3.5
2016-06-09,0.997,0.37,1.0,3.5
2016-06-10,0.997,0.37,1.0,3.5
2016-06-11,0.997,0.37,1.0,3.5
2016-06-12,0.997,0.37,1.0,3.5
2016-06-13,0.997,0.37,1.0,3.5
2016-06-14,0.997,0.37,1.0,3.5
2016-06-15,0.997,0.37,1.0,3.5
2016-06-16,0.997,0.38,1.0,3.5
2016-06-17,0.997,0.38,1.0,3.5
2016-06-18,0.997,0.38,1.0,3.5
2016-06-19,0.997,0.38,1.0,3.5
2016-06-20,0.997,0.38,1.0,3.5
2016-06-21,0.997,0.38,1.0,3.5
2016-06-22,0.997,0.38,1.0,3.5
2016-06-23,0.997,0.39,1.0,3.5
2016-06-24,0.997,0.4,1.0,3.5
2016-06-25,0.997,0.4,1.0,3.5
2016-06-26,0.997,0.4,1.0,3.5
2016-06-27,0.997,0.41,1.0,3.5
2016-06-28,0.997,0.41,1.0,3.5
2016-06-29,0.997,0.41,1.0,3.5
2016-06-30,0.997,0.3,1.0,3.5
2016-07-01,0.827,0.41,1.0,3.5
2016-07-02,0.827,0.41,1.0,3.5
2016-07-03,0.827,0.41,1.0,3.5
2016-07-04,0.827,0.41,1.0,3.5
2016-07-05,0.827,0.4,1.0,3.5
2016-07-06,0.827,0.4,1.0,3.5
2016-07-07,0.827,0.4,1.0,3.5
2016-07-08,0.827,0.4,1.0,3.5
2016-07-09,0.827,0.4,1.0,3.5
2016-07-10,0.827,0.4,1.0,3.5
2016-07-11,0.827,0.4,1.0,3.5
2016-07-12,0.827,0.4,1.0,3.5
2016-07-13,0.827,0.4,1.0,3.5
2016-07-14,0.827,0.4,1.0,3.5
2016-07-15,0.827,0.4,1.0,3.5
2016-07-16,0.827,0.4,1.0,3.5
2016-07-17,0.827,0.4,1.0,3.5
2016-07-18,0.827,0.4,1.0,3.5
2016-07-19,0.827,0.4,1.0,3.5
2016-07-20,0.827,0.4,1.0,3.5
2016-07-21,0.827,0.4,1.0,3.5
2016-07-22,0.827,0.4,1.0,3.5
2016-07-23,0.827,0.4,1.0,3.5
2016-07-24,0.827,0.4,1.0,3.5
2016-07-25,0.827,0.4,1.0,3.5
2016-07-26,0.827,0.4,1.0,3.5
2016-07-27,0.827,0.4,1.0,3.5
2016-07-28,0.827,0.4,1.0,3.5
2016-07-29,0.827,0.3,1.0,3.5
2016-07-30,0.827,0.3,1.0,3.5
2016-07-31,0.827,0.3,1.0,3.5
2016-08-01,1.063,0.4,1.0,3.5
2016-08-02,1.063,0.4,1.0,3.5
2016-08-03,1.063,0.4,1.0,3.5
2016-08-04,1.063,0.4,1.0,3.5
2016-08-05,1.063,0.4,1.0,3.5
2016-08-06,1.063,0.4,1.0,3.5
2016-08-07,1.063,0.4,1.0,3.5
2016-08-08,1.063,0.4,1.0,3.5
2016-08-09,1.063,0.4,1.0,3.5
2016-08-10,1.063,0.4,1.0,3.5
2016-08-11,1.063,0.4,1.0,3.5
2016-08-12,1.063,0.4,1.0,3.5
2016-08-13,1.063,0.4,1.0,3.5
2016-08-14,1.063,0.4,1.0,3.5
2016-08-15,1.063,0.4,1.0,3.5
2016-08-16,1.063,0.4,1.0,3.5
2016-08-17,1.063,0.4,1.0,3.5
2016-08-18,1.063,0.4,1.0,3.5
2016-08-19,1.063,0.4,1.0,3.5
2016-08-20,1.063,0.4,1.0,3.5
2016-08-21,1.063,0.4,1.0,3.5
2016-08-22,1.063,0.4,1.0,3.5
2016-08-23,1.063,0.4,1.0,3.5
2016-08-24,1.063,0.4,1.0,3.5
2016-08-25,1.063,0.4,1.0,3.5
2016-08-26,1.063,0.4,1.0,3.5
2016-08-27,1.063,0.4,1.0,3.5
2016-08-28,1.063,0.4,1.0,3.5
2016-08-29,1.063,0.4,1.0,3.5
2016-08-30,1.063,0.4,1.0,3.5
2016-08-31,1.063,0.3,1.0,3.5
2016-09-01,1.464,0.4,1.0,3.5
2016-09-02,1.464,0.4,1.0,3.5
2016-09-03,1.464,0.4,1.0,3.5
2016-09-04,1.464,0.4,1.0,3.5
2016-09-05,1.464,0.4,1.0,3.5
2016-09-06,1.464,0.4,1.0,3.5
2016-09-07,1.464,0.4,1.0,3.5
2016-09-08,1.464,0.4,1.0,3.5
2016-09-09,1.464,0.4,1.0,3.5
2016-09-10,1.464,0.4,1.0,3.5
2016-09-11,1.464,0.4,1.0,3.5
2016-09-12,1.464,0.4,1.0,3.5
2016-09-13,1.464,0.4,1.0,3.5
2016-09-14,1.464,0.4,1.0,3.5
2016-09-15,1.464,0.4,1.0,3.5
2016-09-16,1.464,0.4,1.0,3.5
2016-09-17,1.464,0.4,1.0,3.5
2016-09-18,1.464,0.4,1.0,3.5
2016-09-19,1.464,0.4,1.0,3.5
2016-09-20,1.464,0.4,1.0,3.5
2016-09-21,1.464,0.4,1.0,3.5
2016-09-22,1.464,0.4,1.0,3.5
2016-09-23,1.464,0.4,1.0,3.5
2016-09-24,1.464,0.4,1.0,3.5
2016-09-25,1.464,0.4,1.0,3.5
2016-09-26,1.464,0.4,1.0,3.5
2016-09-27,1.464,0.4,1.0,3.5
2016-09-28,1.464,0.4,1.0,3.5
2016-09-29,1.464,0.4,1.0,3.5
2016-09-30,1.464,0.29,1.0,3.5
2016-10-01,1.636,0.29,1.0,3.5
2016-10-02,1.636,0.29,1.0,3.5
2016-10-03,1.636,0.4,1.0,3.5
2016-10-04,1.636,0.4,1.0,3.5
2016-10-05,1.636,0.4,1.0,3.5
2016-10-06,1.636,0.4,1.0,3.5
2016-10-07,1.636,0.4,1.0,3.5
2016-10-08,1.636,0.4,1.0,3.5
2016-10-09,1.636,0.4,1.0,3.5
2016-10-10,1.636,0.4,1.0,3.5
2016-10-11,1.636,0.41,1.0,3.5
2016-10-12,1.636,0.41,1.0,3.5
2016-10-13,1.636,0.41,1.0,3.5
2016-10-14,1.636,0.41,1.0,3.5
2016-10-15,1.636,0.41,1.0,3.5
2016-10-16,1.636,0.41,1.0,3.5
2016-10-17,1.636,0.41,1.0,3.5
2016-10-18,1.636,0.41,1.0,3.5
2016-10-19,1.636,0.41,1.0,3.5
2016-10-20,1.636,0.41,1.0,3.5
2016-10-21,1.636,0.41,1.0,3.5
2016-10-22,1.636,0.41,1.0,3.5
2016-10-23,1.636,0.41,1.0,3.5
2016-10-24,1.636,0.41,1.0,3.5
2016-10-25,1.636,0.41,1.0,3.5
2016-10-26,1.636,0.41,1.0,3.5
2016-10-27,1.636,0.41,1.0,3.5
2016-10-28,1.636,0.41,1.0,3.5
2016-10-29,1.636,0.41,1.0,3.5
2016-10-30,1.636,0.41,1.0,3.5
2016-10-31,1.636,0.31,1.0,3.5
2016-11-01,1.693,0.41,1.0,3.5
2016-11-02,1.693,0.41,1.0,3.5
2016-11-03,1.693,0.41,1.0,3.5
2016-11-04,1.693,0.41,1.0,3.5
2016-11-05,1.693,0.41,1.0,3.5
2016-11-06,1.693,0.41,1.0,3.5
2016-11-07,1.693,0.41,1.0,3.5
2016-11-08,1.693,0.41,1.0,3.5
2016-11-09,1.693,0.41,1.0,3.5
2016-11-10,1.693,0.41,1.0,3.5
2016-11-11,1.693,0.41,1.0,3.5
2016-11-12,1.693,0.41,1.0,3.5
2016-11-13,1.693,0.41,1.0,3.5
2016-11-14,1.693,0.41,1.0,3.5
2016-11-15,1.693,0.41,1.0,3.5
2016-11-16,1.693,0.41,1.0,3.5
2016-11-17,1.693,0.41,1.0,3.5
2016-11-18,1.693,0.41,1.0,3.5
2016-11-19,1.693,0.41,1.0,3.5
2016-11-20,1.693,0.41,1.0,3.5
2016-11-21,1.693,0.41,1.0,3.5
2016-11-22,1.693,0.41,1.0,3.5
2016-11-23,1.693,0.41,1.0,3.5
2016-11-24,1.693,0.41,1.0,3.5
2016-11-25,1.693,0.41,1.0,3.5
2016-11-26,1.693,0.41,1.0,3.5
2016-11-27,1.693,0.41,1.0,3.5
2016-11-28,1.693,0.41,1.0,3.5
2016-11-29,1.693,0.41,1.0,3.5
2016-11-30,1.693,0.31,1.0,3.5
2016-12-01,2.075,0.41,1.0,3.5
2016-12-02,2.075,0.41,1.0,3.5
2016-12-03,2.075,0.41,1.0,3.5
2016-12-04,2.075,0.41,1.0,3.5
2016-12-05,2.075,0.41,1.0,3.5
2016-12-06,2.075,0.41,1.0,3.5
2016-12-07,2.075,0.41,1.0,3.5
2016-12-08,2.075,0.41,1.0,3.5
2016-12-09,2.075,0.41,1.0,3.5
2016-12-10,2.075,0.41,1.0,3.5
2016-12-11,2.075,0.41,1.0,3.5
2016-12-12,2.075,0.41,1.0,3.5
2016-12-13,2.075,0.41,1.0,3.5
2016-12-14,2.075,0.41,1.0,3.5
2016-12-15,2.075,0.66,1.25,3.75
2016-12-16,2.075,0.66,1.25,3.75
2016-12-17,2.075,0.66,1.25,3.75
2016-12-18,2.075,0.66,1.25,3.75
2016-12-19,2.075,0.66,1.25,3.75
2016-12-20,2.075,0.66,1.25,3.75
2016-12-21,2.075,0.66,1.25,3.75
2016-12-22,2.075,0.66,1.25,3.75
2016-12-23,2.075,0.66,1.25,3.75
2016-12-24,2.075,0.66,1.25,3.75
2016-12-25,2.075,0.66,1.25,3.75
2016-12-26,2.075,0.66,1.25,3.75
2016-12-27,2.075,0.66,1.25,3.75
2016-12-28,2.075,0.66,1.25,3.75
2016-12-29,2.075,0.66,1.25,3.75
2016-12-30,2.075,0.55,1.25,3.75
2016-12-31,2.075,0.55,1.25,3.75
2017-01-01,2.5,0.55,1.25,3.75
2017-01-02,2.5,0.55,1.25,3.75
2017-01-03,2.5,0.66,1.25,3.75
2017-01-04,2.5,0.66,1.25,3.75
2017-01-05,2.5,0.66,1.25,3.75
2017-01-06,2.5,0.66,1.25,3.75
2017-01-07,2.5,0.66,1.25,3.75
2017-01-08,2.5,0.66,1.25,3.75
2017-01-09,2.5,0.66,1.25,3.75
2017-01-10,2.5,0.66,1.25,3.75
2017-01-11,2.5,0.66,1.25,3.75
2017-01-12,2.5,0.66,1.25,3.75
2017-01-13,2.5,0.66,1.25,3.75
2017-01-14,2.5,0.66,1.25,3.75
2017-01-15,2.5,0.66,1.25,3.75
2017-01-16,2.5,0.66,1.25,3.75
2017-01-17,2.5,0.66,1.25,3.75
2017-01-18,2.5,0.66,1.25,3.75
2017-01-19,2.5,0.66,1.25,3.75
2017-01-20,2.5,0.66,1.25,3.75
2017-01-21,2.5,0.66,1.25,3.75
2017-01-22,2.5,0.66,1.25,3.75
2017-01-23,2.5,0.66,1.25,3.75
2017-01-24,2.5,0.66,1.25,3.75
2017-01-25,2.5,0.66,1.25,3.75
2017-01-26,2.5,0.66,1.25,3.75
2017-01-27,2.5,0.66,1.25,3.75
2017-01-28,2.5,0.66,1.25,3.75
2017-01-29,2.5,0.66,1.25,3.75
2017-01-30,2.5,0.66,1.25,3.75
2017-01-31,2.5,0.56,1.25,3.75
2017-02-01,2.738,0.66,1.25,3.75
2017-02-02,2.738,0.66,1.25,3.75
2017-02-03,2.738,0.66,1.25,3.75
2017-02-04,2.738,0.66,1.25,3.75
2017-02-05,2.738,0.66,1.25,3.75
2017-02-06,2.738,0.66,1.25,3.75
2017-02-07,2.738,0.66,1.25,3.75
2017-02-08,2.738,0.66,1.25,3.75
2017-02-09,2.738,0.66,1.25,3.75
2017-02-10,2.738,0.66,1.25,3.75
2017-02-11,2.738,0.66,1.25,3.75
2017-02-12,2.738,0.66,1.25,3.75
2017-02-13,2.738,0.66,1.25,3.75
2017-02-14,2.738,0.66,1.25,3.75
2017-02-15,2.738,0.66,1.25,3.75
2017-02-16,2.738,0.66,1.25,3.75
2017-02-17,2.738,0.66,1.25,3.75
2017-02-18,2.738,0.66,1.25,3.75
2017-02-19,2.738,0.66,1.25,3.75
2017-02-20,2.738,0.66,1.25,3.75
2017-02-21,2.738,0.66,1.25,3.75
2017-02-22,2.738,0.66,1.25,3.75
2017-02-23,2.738,0.66,1.25,3.75
2017-02-24,2.738,0.66,1.25,3.75
2017-02-25,2.738,0.66,1.25,3.75
2017-02-26,2.738,0.66,1.25,3.75
2017-02-27,2.738,0.66,1.25,3.75
2017-02-28,2.738,0.57,1.25,3.75
2017-03-01,2.381,0.66,1.25,3.75
2017-03-02,2.381,0.66,1.25,3.75
2017-03-03,2.381,0.66,1.25,3.75
2017-03-04,2.381,0.66,1.25,3.75
2017-03-05,2.381,0.66,1.25,3.75
2017-03-06,2.381,0.66,1.25,3.75
2017-03-07,2.381,0.66,1.25,3.75
2017-03-08,2.381,0.66,1.25,3.75
2017-03-09,2.381,0.66,1.25,3.75
2017-03-10,2.381,0.66,1.25,3.75
2017-03-11,2.381,0.66,1.25,3.75
2017-03-12,2.381,0.66,1.25,3.75
2017-03-13,2.381,0.66,1.25,3.75
2017-03-14,2.381,0.66,1.25,3.75
2017-03-15,2.381,0.66,1.25,3.75
2017-03-16,2.381,0.91,1.5,4.0
2017-03-17,2.381,0.91,1.5,4.0
2017-03-18,2.381,0.91,1.5,4.0
2017-03-19,2.381,0.91,1.5,4.0
2017-03-20,2.381,0.91,1.5,4.0
2017-03-21,2.381,0.91,1.5,4.0
2017-03-22,2.381,0.91,1.5,4.0
2017-03-23,2.381,0.91,1.5,4.0
2017-03-24,2.381,0.91,1.5,4.0
2017-03-25,2.381,0.91,1.5,4.0
2017-03-26,2.381,0.91,1.5,4.0
2017-03-27,2.381,0.91,1.5,4.0
2017-03-28,2.381,0.91,1.5,4.0
2017-03-29,2.381,0.91,1.5,4.0
2017-03-30,2.381,0.91,1.5,4.0
2017-03-31,2.381,0.82,1.5,4.0
2017-04-01,2.2,0.82,1.5,4.0
2017-04-02,2.2,0.82,1.5,4.0
2017-04-03,2.2,0.91,1.5,4.0
2017-04-04,2.2,0.91,1.5,4.0
2017-04-05,2.2,0.91,1.5,4.0
2017-04-06,2.2,0.91,1.5,4.0
2017-04-07,2.2,0.91,1.5,4.0
2017-04-08,2.2,0.91,1.5,4.0
2017-04-09,2.2,0.91,1.5,4.0
2017-04-10,2.2,0.91,1.5,4.0
2017-04-11,2.2,0.91,1.5,4.0
2017-04-12,2.2,0.91,1.5,4.0
2017-04-13,2.2,0.91,1.5,4.0
2017-04-14,2.2,0.91,1.5,4.0
2017-04-15,2.2,0.91,1.5,4.0
2017-04-16,2.2,0.91,1.5,4.0
2017-04-17,2.2,0.91,1.5,4.0
2017-04-18,2.2,0.91,1.5,4.0
2017-04-19,2.2,0.91,1.5,4.0
2017-04-20,2.2,0.91,1.5,4.0
2017-04-21,2.2,0.91,1.5,4.0
2017-04-22,2.2,0.91,1.5,4.0
2017-04-23,2.2,0.91,1.5,4.0
2017-04-24,2.2,0.91,1.5,4.0
2017-04-25,2.2,0.91,1.5,4.0
2017-04-26,2.2,0.91,1.5,4.0
2017-04-27,2.2,0.91,1.5,4.0
2017-04-28,2.2,0.83,1.5,4.0
2017-04-29,2.2,0.83,1.5,4.0
2017-04-30,2.2,0.83,1.5,4.0
2017-05-01,1.875,0.91,1.5,4.0
2017-05-02,1.875,0.91,1.5,4.0
2017-05-03,1.875,0.91,1.5,4.0
